86.988846
Zero Conflict:24235
Nonzero Conflict:2305
Course	Room	Teacher	Time	Students
005119	3 / 8 / 4	ROSTUD	0031560	1	0032258 0976318 1020370 
002469	3 / 8 / 4	PK264	0697660	1	0032765 0914290 0914299 
001444	10 / 39 / 13	TAYF	0031403	2	0145931 0780528 0834343 0876307 0896036 0909091 0917702 0950504 1005149 1007196 
005724	20 / 77 / 20	PK25	0031392	3	0145931 0752553 0825990 0867801 0904918 0913115 0914076 0915648 0950811 0967411 0973811 0986262 0987276 0989520 0991668 0991672 1002248 1016996 1057004 1065238 
001248	20 / 39 / 20	PK243	0031388	2	0419327 0768235 0769943 0770471 0771438 0780619 0788562 0809224 0809463 0812628 0813277 0818384 0818599 0827928 0828596 0829796 0831966 0833695 0857087 0915579 
003001	7 / 46 / 7	PK336	0375562	3	0419327 0825616 0899241 0899419 0907155 0915543 1002729 
003003	21 / 112 / 21	PK338	0031406	4	0419327 0828705 0853174 0854724 0881793 0890945 0900240 0903229 0904301 0913466 0918074 0918277 0959092 0967988 0971315 0976318 0976421 0986262 0993268 1002729 1007799 
005727	4 / 77 / 4	PK25	0984701	5	0419327 0741632 0920261 1077003 
001749	8 / 81 / 8	TH110	1064203	4	0556027 0959337 1005199 1013197 1050781 1054176 1064605 1170860 
007375	22 / 112 / 22	PK338	0031631	5	0556027 0742886 0772032 0787159 0813147 0826670 0828394 0848680 0849245 0858114 0870197 0887586 0896476 0900371 0900541 0901409 0903338 0906362 0906635 0912695 0915226 1086329 
008500	7 / 81 / 7	TH110	0031619	6	0559777 0657857 0772032 0776956 0786698 0825478 0836904 
003556	14 / 112 / 14	PK338	0599596	6	0603589 0670870 0671451 0746084 0771438 0772504 0810196 0828017 0831413 0833941 0850382 0852994 0873190 0899440 
002951	5 / 81 / 5	TH110	0088906	7	0634162 0769020 0801247 0854032 0855155 
004065	9 / 81 / 9	TH110	0854975	8	0634162 0790880 0805926 0809839 0813159 0827928 0831703 0852409 0867494 
006023	112 / 112 / 134	PK338	0301909	9	0634162 0699614 0711336 0770198 0771438 0772218 0781976 0787430 0789284 0812628 0814822 0818384 0826099 0827786 0852192 0904003 0904347 0904516 0906618 0906896 0907155 0911775 0915589 0948568 0976244 0987600 0988631 0988990 0991213 0992186 0992189 0992796 0993268 0993790 0995269 0998885 1000122 1001806 1001894 1003100 1003539 1003644 1004997 1005082 1006744 1013071 1017444 1017832 1017840 1018301 1018817 1018857 1019940 1020478 1021867 1023494 1024283 1025845 1027597 1028249 1029566 1030683 1032432 1032769 1032929 1036027 1036225 1037338 1038303 1040045 1045379 1049050 1053105 1054176 1055078 1055290 1055441 1055640 1056203 1056217 1056270 1056600 1056722 1056963 1056980 1057592 1058048 1058242 1058421 1064148 1064270 1064780 1065142 1065271 1065654 1065781 1066335 1066778 1066924 1067460 1067502 1067748 1067933 1068052 1068109 1073544 1076009 1076274 1076299 1076922 1077294 1077416 
001162	14 / 112 / 14	PK338	1063511	7	0634284 0680495 0711336 0785917 0827786 0831798 0836898 0976244 0993551 1001905 1016793 1076246 1076922 1078819 
007076	10 / 112 / 10	PK338	0031568	8	0634284 0769851 0850690 0859231 0860204 0887130 0905351 0907665 0909693 0999712 
007127	25 / 112 / 25	PK338	0031573	10	0634284 0656863 0671926 0677533 0739031 0748627 0751242 0769686 0781527 0785917 0787430 0814822 0818349 0830141 0830791 0830886 0830911 0831435 0833511 0836471 0846811 0848750 0849243 0851297 0851302 
002935	15 / 81 / 15	TH110	1167899	9	0656863 0742089 0801247 0825743 0828021 0832718 0834495 0834603 0865894 0952443 0991756 0998815 1017412 1046086 1085324 
003433	77 / 112 / 77	PK338	0031477	13	0656863 0742734 0751788 0756739 0769943 0781139 0786698 0788425 0806520 0806886 0812300 0813159 0813277 0823997 0824299 0825559 0825743 0826363 0827786 0829872 0830700 0833266 0834472 0836898 0849022 0852358 0854138 0854235 0859319 0859564 0861816 0867801 0873190 0879882 0887398 0889384 0901868 0903064 0903338 0904719 0908461 0909837 0911218 0911361 0911598 0914076 0918195 0919776 0920248 0947693 0954240 0958897 0965925 0965927 0966414 0967411 0986094 0989395 0989401 0989590 0990668 0993506 0995269 0998323 1003100 1005720 1007348 1007779 1007842 1009104 1035148 1037291 1055640 1065238 1067297 1081006 1170860 
005248	10 / 81 / 10	TH110	1167853	11	0656863 0752318 0783208 0823997 0852945 0858181 0865618 0890945 0918277 0999833 
007053	6 / 81 / 6	TH110	0088906	12	0656863 0867494 0901946 0911802 0981989 0992223 
008496	9 / 81 / 9	TH110	0031619	10	0657857 0809033 0820055 0830197 0847932 0848562 0852456 0859719 0907248 
008779	14 / 112 / 14	PK338	0576472	11	0657857 0748627 0772032 0787509 0794297 0830886 0833941 0859564 0902118 0967042 0976421 0987243 1007458 1047318 
001893	9 / 112 / 9	PK338	0898918	12	0661924 0773772 0780528 0804193 0806886 0814828 0833031 0833438 0850564 
007006	13 / 81 / 13	TH110	0031568	13	0661924 0831435 0886158 0906618 0909693 0963413 0987600 1000990 1004968 1005427 1007882 1015256 1077416 
001767	8 / 112 / 8	PK338	0995161	14	0671926 0742734 0768507 0852994 0854138 0896979 0980544 1019025 
007124	8 / 112 / 8	PK338	1075274	15	0671926 0739031 0814822 0818349 0833188 0852945 0914509 0985094 
