85.09967
Zero Conflict:35720
Nonzero Conflict:3300
More students interested than room limit: 4
Course	Room	Teacher	Time	Students
003442	22 / 43 / 23	DAL119	3818982	1	3375410 3462293 3466014 3559476 3651033 3465181 3483036 3485774 3691983 3692761 3576230 3667385 3559612 3486050 3690346 3560487 3630915 3650228 3692380 3419024 3576419 3797643 
002367	35 / 106 / 35	PK338	0493725	2	3397840 3575259 3639772 3693280 3694481 3574519 3575071 3595071 3498974 3606293 3598090 3533093 3692380 3589576 3674492 3768025 3793612 3818675 3819628 3821006 3821048 3816203 3821116 3483977 3821180 3666161 3668849 3668895 3797692 3797744 3797829 3797856 3797859 3910645 3910724 
002394	13 / 32 / 13	TAYG	0020988	1	3397840 3577741 3512896 3668623 3533093 3576792 3560193 3691514 3458087 3581913 3576566 3668827 3668895 
002412	16 / 77 / 16	TH110	0031373	3	3397840 3484887 3540190 3639772 3693280 3576753 3476908 3595071 3464327 3505185 3476864 3486838 3631042 3691514 3483003 3668911 
001767	12 / 49 / 12	TAYD	3474008	2	3414205 3478964 3568950 3483036 3576230 3689402 3474789 3486571 3560199 3576550 3576565 3797696 
003572	34 / 168 / 34	PK20	0897399	3	3414205 3443522 3443731 3446645 3447306 3464666 3465591 3467427 3476860 3478964 3481102 3481354 3481520 3483278 3484619 3484845 3487040 3539996 3440687 3476418 3479804 3485642 3486382 3478102 3477014 3460586 3486083 3474789 3481702 3438999 3484202 3486050 3486571 3477004 
001839	36 / 168 / 36	PK20	0898918	4	3426943 3462817 3463768 3470393 3474620 3481813 3487266 3505157 3521461 3561074 3576260 3580261 3581605 3650578 3480999 3481203 3485550 3486782 3581920 3516634 3470846 3482739 3543742 3581232 3581081 3650277 3457988 3480732 3483467 3457873 3477425 3485169 3557244 3472549 3576475 3576522 
001845	20 / 168 / 22	PK20	0123161	5	3426943 3496673 3501476 3560256 3577167 3580261 3638301 3487090 3559963 3466364 3580326 3478419 3689375 3768458 3823130 3591211 3472549 3481862 3576510 3668782 
002153	8 / 106 / 16	PK338	3897776	6	3426943 3638301 3694428 3574519 3666801 3690204 3712888 3820774 
008769	46 / 168 / 46	PK20	3554385	7	3426943 3516442 3540714 3602816 3689893 3631215 3690800 3691983 3575071 3692514 3620017 3690020 3692915 3694813 3651816 3666207 3693276 3695542 3559464 3663306 3692756 3694289 3581851 3689919 3695345 3695543 3579645 3611048 3680751 3687862 3699567 3716357 3728679 3768356 3796007 3796723 3797564 3816181 3816336 3816483 3818024 3480734 3689329 3694828 3581265 3768686 
006587	9 / 93 / 9	PK180	0031399	4	3430697 3476899 3482198 3650636 3461517 3486844 3480810 3483996 3485053 
008774	17 / 106 / 17	PK338	0576472	5	3430697 3575259 3559319 3581962 3618222 3537536 3668386 3665300 3674492 3709927 3715174 3768972 3790244 3820397 3820961 3797745 3797862 
002472	29 / 168 / 29	PK20	1051497	6	3433962 3469119 3475298 3479355 3481875 3485054 3483925 3476908 3479085 3486141 3464398 3484750 3486844 3559804 3650956 3478050 3477580 3487093 3465588 3480166 3486838 3487276 3485816 3576325 3576364 3576370 3576390 3576429 3576558 
005310	13 / 106 / 13	PK338	1020104	7	3437011 3447322 3465050 3482989 3486782 3478309 3465244 3486623 3457873 3486609 3576303 3576324 3576357 
004036	7 / 106 / 7	PK338	3646540	8	3438294 3692440 3485290 3485549 3651750 3669030 3797880 
004065	6 / 106 / 6	PK338	3646540	9	3438294 3485290 3476908 3474598 3561098 3576503 
003520	18 / 168 / 18	PK20	3393009	8	3443731 3447306 3480382 3481354 3551641 3561001 3440687 3544254 3477014 3484324 3576230 3578488 3581846 3480150 3486050 3485028 3580341 3768555 
005847	13 / 168 / 13	PK20	0031582	9	3446645 3606418 3557742 3656490 3693092 3667385 3694039 3692294 3667311 3612427 3694712 3775417 3797532 
012729	6 / 106 / 6	PK338	3194193	10	3446645 3484816 3533264 3465181 3477580 3576569 
014119	24 / 168 / 24	PK20	3555100	10	3447306 3557478 3561001 3608602 3667608 3486632 3486623 3655393 3467781 3693789 3560511 3581389 3692536 3601391 3578191 3667311 3692519 3712913 3818025 3679221 3576315 3668910 3668941 3797831 
004355	10 / 168 / 16	PK20	0847593	11	3479382 3580261 3608602 3691748 3615055 3816860 3821006 3821886 3816203 3821097 
005263	14 / 106 / 17	PK338	0493855	12	3447322 3544254 3581870 3485537 3433686 3484361 3462019 3576417 3576423 3576529 3668825 3668912 3668941 3668971 
004304	10 / 106 / 14	PK338	0316015	11	3451168 3469119 3481798 3485054 3461937 3486141 3487093 3576485 3576494 3576558 
006846	54 / 168 / 105	PK20	3461209	13	3451168 3480714 3481664 3485848 3496673 3521461 3577485 3581456 3591591 3638301 3650578 3651017 3668196 3691416 3691981 3483298 3579864 3631215 3489089 3558796 3575483 3651605 3695368 3470846 3691241 3693789 3650956 3693224 3461197 3481943 3481805 3574137 3591844 3694780 3693813 3430298 3105802 3482323 3482592 3576311 3576367 3576403 3576406 3576421 3576464 3576496 3576536 3668790 3668829 3668846 3668912 3669022 3669050 3797616 
013192	16 / 168 / 17	PK20	3459335	12	3451168 3487055 3521461 3529298 3481203 3483587 3692269 3464327 3470846 3543742 3481702 3481690 3457988 3480732 3477425 3576411 
001248	27 / 106 / 27	PK338	0135660	13	3451331 3454182 3467983 3475941 3478747 3480935 3481798 3483084 3483557 3484763 3485504 3487321 1160238 3466011 3487090 3475745 3485912 3486632 3479054 3484898 3485028 3479350 3580341 3478343 3484216 3487310 3576306 
002164	20 / 106 / 20	PK338	0180723	14	3451724 3471450 3505157 3521265 3559149 3561074 3579723 3580248 3580251 3580269 3581605 3650578 3516634 3559302 3694797 3581996 3471447 3574558 3577187 3576506 
003526	15 / 168 / 16	PK20	0897706	15	3464666 3474374 3481520 3483278 3581870 3560687 3578177 3484202 3486571 3483546 3580407 3694101 3668955 3797640 3797810 
001213	29 / 168 / 29	PK20	0031471	14	3454182 3475941 3480935 3483084 3483557 3485504 3521272 3557478 3560858 3576126 3466011 3487090 3559963 3575735 3485756 3475745 3538400 3537536 3540124 3479054 3484898 3485028 3485327 3479350 3484361 3478343 3484216 3487310 3576306 
008824	5 / 106 / 6	PK338	0031572	15	3483567 3479804 3444536 3447478 3480375 
013059	2 / 106 / 2	PK338	3470325	16	3461975 3481075 
001768	9 / 168 / 15	PK20	3474420	16	3440687 3485550 3544254 3463199 3482018 3485636 3483546 3691616 3797605 
004809	16 / 106 / 16	PK338	3194193	17	3462293 3533264 3559843 3575908 3692756 3694738 3560487 3692380 3677885 3796974 3818227 3819309 3789464 3576328 3797644 3797690 
006023	82 / 168 / 118	PK20	1141520	18	3443522 3581609 3651439 3666520 3689893 3690778 3692849 3557742 3578747 3581920 3476908 3485756 3667749 3691834 3695434 3695510 3591436 3689402 3694813 3572330 3580714 3693253 3479311 3491953 3645720 3694754 3568636 3576002 3577146 3642332 3689375 3575266 3606290 3630474 3630501 3650239 3651585 3652353 3665300 3667464 3690845 3691228 3699567 3708638 3722764 3722992 3725997 3769368 3775417 3789136 3789175 3789573 3796906 3797164 3797576 3816993 3817087 3818024 3818676 3818762 3818770 3818773 3818807 3819598 3820037 3820961 3821077 3821179 3821231 3821439 3821440 3821588 3815902 3816924 3462019 3689931 3694810 3576425 3668810 3669002 3797718 3797728 
008773	16 / 168 / 16	PK20	3896858	17	3462565 3475745 3691962 3575971 3631101 3498772 3559903 3629518 3481894 3561430 3714653 3788983 3788990 3818675 3559225 3576571 
011230	5 / 106 / 11	PK338	0564741	18	3521272 3576013 3575916 3452445 3480867 
001898	8 / 106 / 9	PK338	3577231	19	3463768 3475573 3476797 3480217 3462514 3461197 3467093 3481862 
007127	19 / 168 / 26	PK20	3198619	19	3474207 3475950 3481607 3482194 3483385 3487266 3691361 3464638 3478951 3481562 3485803 3467199 3474598 3452988 3483085 3486501 3469560 3768686 3576359 
004885	15 / 106 / 15	PK338	0672202	20	3465036 3480382 3481202 3667749 3482101 3580139 3484272 3484361 3580341 3655749 3482588 3576379 3576578 3668770 3576451 
009299	10 / 106 / 10	PK338	0321808	21	3465036 3478713 3576753 3481518 3458441 3692294 3484272 3558963 3576465 3669045 
