69.01928
Course	Room	Teacher	Time	Students
007878	3 / 6 / 5	RCCON	0031386	1	0171491 3432782 3458641 
012330	18 / 27 / 27	PK336	3420576	1	0700408 3102995 3158316 3170761 3218454 3273028 3323851 3341634 3347767 3405144 3415407 3416750 3419470 3426666 3431260 3432447 3435628 3439387 
008764	41 / 52 / 52	TAYE	0899465	1	0750570 3091931 3196460 3263080 3330300 3331071 3337463 3339315 3343387 3343615 3351809 3359026 3374479 3374569 3401311 3404976 3415144 3417002 3418145 3420434 3422289 3422964 3424318 3426213 3430944 3431155 3431448 3431740 3431750 3432040 3435161 3437591 3437778 3438441 3438443 3438472 3438473 3439283 3439820 3440024 3458122 
003270	5 / 14 / 13	CARP17	3453358	1	3133434 3266668 3316620 3413771 3431303 
008501	7 / 15 / 15	EHII	0125630	1	0900525 1086489 3075829 3102974 3199454 3223822 3225612 
001837	45 / 60 / 63	PK229	3452118	1	1077482 1165573 3205483 3217421 3223467 3249725 3250131 3303699 3324192 3324271 3324844 3331686 3340292 3352269 3363924 3364991 3366138 3375389 3375544 3379786 3380697 3382662 3388921 3389676 3395581 3396312 3396377 3397265 3404148 3404828 3411059 3411159 3411258 3413014 3416203 3425437 3426735 3429834 3431445 3432027 3434124 3435070 3435771 3436119 3439558 
002153	57 / 65 / 64	TH110	0168378	1	0959337 3161291 3212266 3224924 3274299 3319602 3322886 3330906 3340879 3341079 3359596 3360165 3365824 3397565 3404693 3405145 3405151 3405744 3411646 3412670 3413451 3413728 3415619 3415849 3416232 3416536 3417172 3421700 3425578 3429810 3430196 3430383 3430401 3430786 3431294 3431629 3431672 3432238 3432344 3432384 3432595 3433760 3433961 3434130 3435039 3435313 3435384 3435692 3436930 3437365 3437379 3438033 3438374 3438669 3439437 3439670 3440175 
006847	16 / 29 / 33	TH102	3427120	1	3090430 3095526 3103486 3123570 3132705 3185451 3192954 3250227 3258482 3267842 3311586 3315095 3316273 3316768 3318430 3339051 
003278	3 / 6 / 5	PK259	0675005	1	1065796 3086698 3202451 
003279	5 / 10 / 5	EH103	0675005	2	1065796 3086698 3089636 3202451 3218971 
