79.414406
Zero Conflict:31683
Nonzero Conflict:2730
More students interested than room limit: 6
Course	Room	Teacher	Time	Students
007041	12 / 23 / 12	TH224	0162976	1	0362014 1070812 1155839 3064630 3065806 3085612 3092244 3103910 3105219 3188879 3217413 3323454 
007128	34 / 48 / 34	PK180	0028980	2	0362014 1012362 1019072 1049392 1052099 1057570 1058853 1059804 1068660 1070812 1071318 1073179 1073428 1074737 1093453 1094952 1097508 1104323 1123611 1136139 1137568 1141766 1141987 1163270 1163883 3059978 3062862 3065426 3065806 3068612 3069318 3071694 3073483 3078066 
002856	60 / 60 / 104	PK25	0406445	1	0692830 1075130 1153904 1162443 1163242 3079872 3082370 3082852 3085126 3090312 3092604 3092781 3093184 3093208 3094700 3097009 3097592 3098317 3099423 3100468 3101907 3103203 3104870 3108814 3108886 3109227 3118027 3119630 3120137 3120610 3120788 3121782 3121966 3125450 3125873 3126433 3126772 3126883 3126930 3135241 3145694 3151195 3152667 3152743 3153306 3153473 3155348 3155695 3158474 3165225 3170878 3171506 3175457 3177063 3177165 3180697 3180821 3181938 3185376 3185620 
007365	42 / 53 / 50	TAYF	0701976	2	0892947 1045484 1153904 3061917 3079915 3085846 3095417 3109335 3110898 3119048 3151195 3165225 3178019 3203791 3205138 3209832 3214899 3215635 3217434 3217667 3218335 3219719 3226387 3228778 3232225 3232322 3233348 3236537 3239030 3249531 3252374 3256812 3257376 3260308 3283446 3299552 3304723 3316819 3323644 3330926 3332421 3332425 
012107	4 / 43 / 8	CARP21	0031619	3	0892947 1012362 1080806 3101150 
001249	16 / 53 / 22	TAYF	0031388	3	0898104 1058203 1070296 1070620 1072725 1073523 1079503 1084538 1087579 1093772 1095813 1122236 1153036 3064715 3077943 3100011 
005247	7 / 43 / 7	PK229	3310303	4	0898104 1032290 1058154 1155748 3077505 3122857 3185376 
005263	13 / 60 / 21	PK25	3090017	5	0898104 1057174 1069487 1085971 1162792 1163883 3063735 3066992 3069585 3080142 3089115 3209784 3216013 
006049	19 / 60 / 19	PK25	0207327	4	0901284 0950914 1001389 1047770 1073075 1075264 1086556 1143387 1153554 3064630 3065016 3065591 3066088 3069894 3079774 3079871 3085421 3088390 3092830 
001195	8 / 60 / 12	PK338	0031471	5	0903788 1049144 1070620 1078869 1163179 3069758 3217408 3232625 
001750	10 / 60 / 10	PK25	0416447	6	0903788 1119061 1150429 3081927 3094263 3122181 3175457 3211643 3217540 3329757 
002657	6 / 60 / 6	PK338	0138190	6	0908849 1161763 3205138 3214129 3221081 3303921 
