74.70162
Zero Conflict:48653
Nonzero Conflict:3617
More students interested than room limit: 0
Course	Room	Teacher	Time	Students
006043	18 / 26 / 18	PK349	0554585	1	1057610 3425437 3438254 3482198 3485416 3560770 3576879 3580397 3581077 3581127 3465103 3467781 3485228 3483651 3561280 3445343 3484887 3460359 
006060	19 / 29 / 19	TAYE	0031526	2	1057610 3425437 3429761 3438254 3455148 3458250 3460867 3462356 3463593 3483638 3451553 3429199 3461826 3441900 3462639 3463587 3445343 3460701 3460359 
007128	26 / 50 / 26	PK241	0028980	1	3239415 3436588 3441413 3443453 3446653 3453472 3454439 3455297 3456066 3456645 3458469 3461469 3462290 3462872 3463143 3581031 3453856 3463708 3438342 3425679 3479945 3458949 3459613 3485305 3462956 3439917 
013997	13 / 27 / 18	GOB	3575049	2	3239415 3437962 3453472 3464638 3467199 3482263 3457979 3463708 3474598 3465327 3427633 3576368 3576371 
014628	19 / 69 / 19	CARP21	3575049	4	3239415 3454439 3464855 3467199 3475950 3462116 3463708 3474598 3437341 3581038 3487266 3484334 3482194 3483950 3576352 3582017 3668788 3668862 3797880 
001837	2 / 48 / 2	TH110	3452118	3	3255755 3330330 
002161	46 / 152 / 46	PK20	0301910	5	3255755 3330330 3433686 3460338 3470846 3471450 3481813 3483638 3487055 3514095 3516634 3521265 3521461 3529298 3559302 3561074 3575483 3579723 3580248 3580251 3580269 3581605 3581996 3457873 3464379 3481690 3559149 3581967 3650578 3513947 3581085 3581456 3477425 3487266 3581375 3485550 3574558 3481702 3457988 3483587 3559857 3577187 3694797 3471447 3576411 3668758 
006847	53 / 152 / 103	PK20	3102267	6	3255755 3330330 3433686 3448679 3448687 3455631 3455719 3462270 3462817 3465036 3476797 3481203 3481813 3487055 3514095 3561074 3561084 3579723 3580248 3580251 3580269 3581609 3581996 3479311 3481690 3486782 3505157 3559149 3581967 3692269 3486379 3513947 3581038 3462292 3303699 3463071 3464327 3574558 3481532 3481702 3579143 3461063 3474620 3577187 3485169 3581920 3485912 3481862 3576411 3576517 3576570 3668904 3668966 
004293	6 / 64 / 7	DAL300	0802802	3	3375323 3457231 3469520 3480714 3576013 3463022 
004306	9 / 49 / 9	PK100	3092832	4	3375323 3438254 3450490 3457231 3455690 3459523 3458176 3459972 3463022 
011865	3 / 42 / 3	PK278	3646542	5	3375323 3455690 3458176 
001243	2 / 53 / 2	PK243	3646621	6	3405451 1160238 
002450	8 / 83 / 8	PK338	3448653	7	3405451 3476908 3484763 3457873 3481875 3463525 3458452 3483950 
009386	17 / 152 / 17	PK20	0031388	8	3405451 3454182 3456820 3576126 3580991 3540124 3485361 3446353 3568636 3479085 3448314 3462964 1160238 3463560 3462115 3689348 3487310 
001765	10 / 152 / 10	PK20	3473979	7	3412725 3447681 3479838 3481354 3465591 3457808 3492361 3440687 3576499 3576565 
010965	14 / 83 / 14	PK338	0897706	8	3412881 3443522 3454210 3457393 3462293 3467427 3477014 3486571 3414205 3483278 3438999 3450546 3576579 3668958 
001249	21 / 152 / 21	PK20	0254151	9	3418606 3432223 3435187 3439912 3443283 3451663 3455291 3459645 3459980 3462417 3462849 3463776 3452964 3461933 3455058 3462647 3462964 3451496 3462297 3475198 3463126 
002872	7 / 83 / 7	PK338	1084458	9	3423839 3461020 3480937 3655393 3467932 3797607 3797722 
001235	22 / 83 / 27	PK338	0031471	10	3425347 3474207 3475745 3475950 3480935 3575735 3465591 3484898 3478747 3466011 3462416 3461962 3574866 3574563 3478343 3479350 3461937 3485912 3576306 3576525 3576556 3576577 
008764	34 / 152 / 34	PK20	3554385	10	3426943 3540714 3631215 3689329 3690020 3691834 3692514 3692915 3693276 3694813 3694828 3695345 3576002 3651816 3692269 3691983 3695543 3596713 3690800 3620017 3651365 3663306 3694289 3695542 3416640 3559464 3580211 3666207 3691514 3581851 3689919 3442237 3542887 3226303 
001857	5 / 83 / 8	PK338	0123161	11	3462514 3477576 3459523 3485548 3486379 
011219	6 / 152 / 11	PK20	0564741	11	3484894 3559624 3581227 3463439 3452445 3576574 
003270	22 / 152 / 22	PK20	0695890	12	3430131 3446670 3480217 3486141 3487316 3520100 3559534 3574483 3577682 3580586 3694791 3476899 3487623 3505157 3437341 3438102 3458932 3597215 3438652 3576333 3668894 3668902 
010845	14 / 83 / 15	PK338	3092941	13	3430131 3439147 3442335 3478102 3443731 3474789 3483546 3443092 3486571 3465442 3481102 3486083 3477004 3576629 
006565	17 / 83 / 17	PK338	0031399	12	3430697 3463524 3486844 3457692 3425239 3445738 3485228 3480810 3483996 3482588 3576379 3576400 3576524 3576540 3576542 3669048 3669051 
