Class Times	10
Rooms	400
1	332
2	723
3	230
4	127
5	237
6	356
7	435
8	950
9	897
10	584
11	755
12	227
13	481
14	466
15	206
16	635
17	152
18	496
19	637
20	546
21	67
22	188
23	411
24	439
25	162
26	440
27	273
28	595
29	852
30	817
31	659
32	150
33	876
34	498
35	939
36	941
37	679
38	46
39	407
40	460
41	843
42	543
43	340
44	756
45	729
46	787
47	285
48	469
49	992
50	38
51	736
52	486
53	156
54	970
55	572
56	866
57	683
58	872
59	733
60	669
61	16
62	696
63	232
64	950
65	981
66	78
67	847
68	518
69	997
70	986
71	805
72	282
73	822
74	856
75	825
76	144
77	205
78	89
79	613
80	793
81	309
82	347
83	298
84	140
85	143
86	52
87	570
88	137
89	833
90	274
91	134
92	495
93	241
94	214
95	646
96	691
97	299
98	324
99	138
100	631
101	418
102	208
103	136
104	161
105	578
106	593
107	567
108	755
109	275
110	540
111	705
112	63
113	220
114	256
115	665
116	634
117	799
118	658
119	68
120	72
121	767
122	92
123	536
124	281
125	47
126	68
127	733
128	753
129	834
130	670
131	687
132	35
133	410
134	632
135	952
136	655
137	275
138	135
139	96
140	19
141	684
142	559
143	598
144	628
145	270
146	14
147	758
148	945
149	874
150	339
151	650
152	644
153	435
154	606
155	847
156	872
157	118
158	140
159	321
160	345
161	932
162	259
163	690
164	421
165	829
166	492
167	497
168	928
169	12
170	371
171	424
172	870
173	309
174	649
175	309
176	253
177	899
178	811
179	702
180	472
181	411
182	115
183	411
184	110
185	461
186	81
187	484
188	960
189	145
190	853
191	994
192	335
193	928
194	938
195	976
196	777
197	112
198	536
199	750
200	362
201	728
202	923
203	786
204	808
205	611
206	380
207	537
208	446
209	991
210	481
211	554
212	157
213	416
214	935
215	295
216	195
217	708
218	93
219	728
220	893
221	577
222	860
223	402
224	363
225	145
226	733
227	737
228	444
229	990
230	760
231	777
232	501
233	43
234	837
235	272
236	671
237	366
238	886
239	116
240	406
241	886
242	707
243	573
244	670
245	383
246	821
247	886
248	976
249	960
250	729
251	314
252	695
253	867
254	508
255	428
256	631
257	597
258	69
259	966
260	473
261	447
262	63
263	572
264	917
265	378
266	278
267	867
268	941
269	18
270	493
271	651
272	845
273	461
274	502
275	541
276	134
277	114
278	122
279	62
280	807
281	258
282	976
283	599
284	729
285	641
286	653
287	977
288	945
289	69
290	445
291	289
292	811
293	53
294	299
295	60
296	358
297	135
298	735
299	518
300	939
301	289
302	814
303	985
304	348
305	697
306	207
307	629
308	795
309	377
310	521
311	900
312	809
313	342
314	852
315	21
316	525
317	333
318	308
319	693
320	474
321	808
322	29
323	483
324	742
325	539
326	360
327	692
328	727
329	119
330	290
331	481
332	397
333	506
334	38
335	813
336	634
337	316
338	674
339	319
340	380
341	924
342	277
343	640
344	529
345	828
346	816
347	106
348	257
349	785
350	549
351	135
352	696
353	660
354	502
355	427
356	98
357	908
358	615
359	217
360	504
361	946
362	265
363	719
364	948
365	92
366	634
367	81
368	382
369	849
370	89
371	859
372	327
373	325
374	41
375	801
376	147
377	456
378	937
379	769
380	387
381	329
382	308
383	979
384	148
385	814
386	925
387	732
388	756
389	597
390	341
391	935
392	897
393	842
394	993
395	669
396	95
397	771
398	299
399	595
400	932
Classes	4000
Teachers	2000
1	1666
2	1671
3	1648
4	1340
5	156
6	1908
7	645
8	1576
9	1928
10	613
11	456
12	1958
13	1484
14	813
15	1516
16	579
17	1869
18	1770
19	1524
20	4
21	453
22	1102
23	461
24	885
25	522
26	102
27	1846
28	1877
29	99
30	573
31	888
32	1111
33	852
34	279
35	291
36	1852
37	1370
38	885
39	1959
40	968
41	408
42	387
43	170
44	335
45	1560
46	989
47	924
48	434
49	7
50	1103
51	796
52	87
53	991
54	1681
55	1134
56	760
57	1984
58	894
59	756
60	1045
61	590
62	1932
63	1111
64	1206
65	216
66	1352
67	514
68	942
69	1826
70	234
71	1384
72	256
73	1589
74	954
75	233
76	520
77	1100
78	416
79	1483
80	936
81	895
82	253
83	258
84	821
85	1140
86	1153
87	1393
88	830
89	207
90	787
91	539
92	1767
93	203
94	1647
95	97
96	394
97	1751
98	1847
99	1524
100	28
101	1961
102	907
103	397
104	248
105	1973
106	1629
107	452
108	79
109	832
110	442
111	96
112	1289
113	71
114	310
115	1881
116	1209
117	1230
118	208
119	871
120	637
121	598
122	65
123	1319
124	1294
125	675
126	1205
127	1648
128	1727
129	922
130	1196
131	324
132	1151
133	89
134	1250
135	1165
136	175
137	297
138	146
139	140
140	1415
141	1674
142	1150
143	544
144	437
145	93
146	443
147	1007
148	1070
149	1767
150	723
151	1142
152	1743
153	338
154	1359
155	1672
156	967
157	797
158	1974
159	1759
160	1295
161	143
162	1450
163	261
164	1007
165	1046
166	63
167	344
168	313
169	802
170	1019
171	1723
172	1977
173	1319
174	1675
175	740
176	137
177	405
178	1047
179	321
180	490
181	1789
182	886
183	742
184	1320
185	1663
186	146
187	287
188	1958
189	338
190	701
191	1740
192	385
193	289
194	1684
195	1674
196	60
197	1497
198	36
199	589
200	786
201	1785
202	418
203	1703
204	1787
205	745
206	1145
207	960
208	474
209	1749
210	1650
211	432
212	837
213	378
214	1208
215	429
216	437
217	942
218	243
219	1478
220	841
221	388
222	150
223	806
224	605
225	1253
226	1653
227	1658
228	1716
229	908
230	581
231	801
232	1584
233	451
234	547
235	1965
236	1300
237	1637
238	1258
239	45
240	824
241	116
242	572
243	51
244	353
245	344
246	411
247	1663
248	33
249	543
250	1323
251	1539
252	1976
253	1105
254	1866
255	1146
256	936
257	541
258	1710
259	1909
260	571
261	1190
262	1032
263	98
264	755
265	1042
266	535
267	442
268	568
269	1717
270	1495
