Class Times	10
Rooms	400
1	280
2	999
3	566
4	668
5	996
6	974
7	819
8	648
9	211
10	217
11	986
12	160
13	581
14	125
15	508
16	175
17	368
18	517
19	593
20	47
21	923
22	123
23	428
24	784
25	170
26	276
27	893
28	242
29	393
30	450
31	499
32	728
33	331
34	847
35	458
36	267
37	253
38	755
39	407
40	846
41	162
42	615
43	424
44	585
45	678
46	81
47	14
48	886
49	926
50	50
51	813
52	121
53	898
54	839
55	853
56	529
57	464
58	903
59	297
60	845
61	722
62	428
63	286
64	175
65	979
66	216
67	839
68	224
69	796
70	192
71	403
72	437
73	819
74	668
75	120
76	190
77	940
78	59
79	308
80	99
81	305
82	632
83	181
84	599
85	775
86	469
87	15
88	173
89	428
90	184
91	911
92	929
93	715
94	138
95	930
96	839
97	613
98	729
99	785
100	133
101	152
102	361
103	244
104	765
105	788
106	829
107	416
108	772
109	171
110	948
111	972
112	466
113	593
114	126
115	166
116	678
117	862
118	584
119	737
120	414
121	316
122	202
123	96
124	381
125	537
126	232
127	584
128	621
129	466
130	107
131	566
132	37
133	567
134	795
135	941
136	520
137	574
138	383
139	361
140	677
141	995
142	381
143	620
144	116
145	815
146	284
147	312
148	869
149	938
150	549
151	336
152	591
153	667
154	393
155	476
156	219
157	39
158	57
159	876
160	702
161	591
162	233
163	237
164	439
165	200
166	802
167	668
168	462
169	128
170	613
171	970
172	291
173	717
174	552
175	329
176	21
177	392
178	337
179	871
180	623
181	582
182	725
183	68
184	808
185	224
186	646
187	731
188	795
189	557
190	983
191	732
192	452
193	553
194	253
195	14
196	627
197	244
198	714
199	852
200	86
201	732
202	42
203	987
204	11
205	707
206	246
207	365
208	439
209	656
210	612
211	543
212	437
213	836
214	902
215	571
216	179
217	431
218	703
219	907
220	650
221	719
222	135
223	591
224	488
225	389
226	933
227	947
228	732
229	744
230	609
231	501
232	553
233	845
234	90
235	497
236	104
237	148
238	305
239	621
240	807
241	930
242	832
243	706
244	41
245	734
246	423
247	639
248	625
249	178
250	298
251	980
252	478
253	630
254	787
255	669
256	506
257	355
258	985
259	446
260	124
261	450
262	954
263	45
264	557
265	263
266	816
267	993
268	981
269	386
270	252
271	291
272	584
273	570
274	525
275	773
276	82
277	113
278	459
279	813
280	861
281	87
282	541
283	85
284	815
285	76
286	288
287	690
288	302
289	931
290	693
291	976
292	534
293	226
294	711
295	343
296	443
297	206
298	140
299	424
300	403
301	568
302	421
303	263
304	576
305	529
306	51
307	51
308	877
309	271
310	53
311	401
312	881
313	18
314	108
315	870
316	871
317	144
318	579
319	600
320	518
321	624
322	467
323	729
324	552
325	588
326	341
327	312
328	247
329	834
330	989
331	548
332	10
333	922
334	192
335	795
336	258
337	988
338	774
339	628
340	700
341	994
342	266
343	297
344	593
345	176
346	593
347	657
348	994
349	843
350	217
351	776
352	638
353	966
354	773
355	444
356	803
357	823
358	292
359	613
360	45
361	632
362	127
363	342
364	866
365	288
366	757
367	906
368	528
369	479
370	903
371	909
372	47
373	392
374	100
375	230
376	42
377	388
378	720
379	604
380	334
381	172
382	73
383	238
384	675
385	396
386	938
387	119
388	493
389	154
390	418
391	22
392	167
393	150
394	752
395	729
396	400
397	300
398	18
399	985
400	485
Classes	4000
Teachers	2000
1	1959
2	716
3	165
4	974
5	1995
6	1046
7	1636
8	1422
9	8
10	1439
11	1337
12	224
13	111
14	861
15	586
16	187
17	557
18	630
19	1956
20	1351
21	955
22	1654
23	1644
24	1503
25	1372
26	1675
27	640
28	294
29	1717
30	1846
31	347
32	1238
33	1278
34	725
35	423
36	1196
37	1692
38	586
39	83
40	997
41	1939
42	1020
43	1436
44	292
45	1837
46	1801
47	552
48	925
49	1665
50	692
51	601
52	1752
53	579
54	1380
55	1902
56	334
57	788
58	590
59	1023
60	132
61	516
62	120
63	1923
64	64
65	810
66	239
67	717
68	610
69	1480
70	1706
71	1014
72	1321
73	1000
74	222
75	561
76	1838
77	49
78	1148
79	1292
80	627
81	406
82	3
83	897
84	844
85	74
86	913
87	182
88	1453
89	365
90	1455
91	1084
92	1244
93	997
94	1236
95	1077
96	162
97	495
98	252
99	513
100	737
101	867
102	22
103	286
104	929
105	1888
106	1652
107	1027
108	1780
109	799
110	162
111	343
112	1471
113	765
114	195
115	1572
116	229
117	1340
118	109
119	1003
120	625
121	208
122	343
123	1957
124	734
125	715
126	1098
127	743
128	62
129	743
130	1235
131	72
132	716
133	238
134	1544
135	1451
136	1778
137	535
138	1332
139	1654
140	872
141	1321
142	1841
143	1118
144	379
145	744
146	1974
147	1727
148	1330
149	1454
150	1007
151	1820
152	640
153	1192
154	675
155	224
156	794
157	1282
158	485
159	1050
160	327
161	1913
162	1281
163	996
164	1347
165	1498
166	1736
167	1546
168	1869
169	1378
170	1065
171	1378
172	1914
173	632
174	1234
175	163
176	85
177	233
178	275
179	803
180	834
181	1023
182	961
183	53
184	898
185	248
186	1716
187	1583
188	448
189	288
190	560
191	441
192	1725
193	1826
194	502
195	886
196	194
197	1382
198	952
199	611
200	56
201	1910
202	1309
203	207
204	1282
205	28
206	384
207	1386
208	649
209	1420
210	163
211	1168
212	1712
213	1701
214	645
215	1692
216	1441
217	73
218	354
219	1121
220	1643
221	1499
222	263
223	337
224	319
225	691
226	1091
227	765
228	429
229	1268
230	1928
231	53
232	1529
233	1560
234	535
235	781
236	514
237	904
238	263
239	425
240	739
241	500
242	291
243	805
244	1867
245	1944
246	1031
247	191
248	1834
249	1207
250	1843
251	1024
252	1325
253	1263
254	1838
255	621
256	1844
257	1242
258	567
259	760
260	618
261	1683
262	1999
263	635
264	1674
265	1234
266	1802
267	814
268	135
